x,y,salinity
2813.8087367821577,2620.919672718766,-32768.0
2837.589135680812,2642.9161658737644,-32768.0
2861.7941845597998,2664.9119752727847,-32768.0
2885.999233438787,2686.9074501740856,-32768.0
2909.7796323374423,2708.713162324597,-32768.0
-622.0342540930866,-561.217699837946,-32768.0
-598.6785051747652,-539.5537992628573,-32768.0
-574.4734562957775,-517.7000811697104,-32768.0
-550.2684074167898,-495.84669455587675,-32768.0
-526.0633585378023,-473.8036455633438,-32768.0
-502.2829596391477,-452.14097594318116,-32768.0
-478.07791076016014,-429.90859886180215,-32768.0
-454.29751186150554,-408.05659245678225,-32768.0
-430.0924629825179,-385.82488403179025,-32768.0
-406.3120640838634,-364.35350816161235,-32768.0
-382.10701520487584,-342.1224655142484,-32768.0
-357.90196632588817,-320.2717278107612,-32768.0
-333.69691744690056,-298.4213215950612,-32768.0
-309.9165185482461,-276.3813026896851,-32768.0
-286.13611964959154,-254.34161229041896,-32768.0
-262.355720750937,-232.49222855491107,-32768.0
-237.72602189161626,-210.64311442259879,-32768.0
-213.94562299296177,-188.79438785552395,-32768.0
-190.16522409430723,-166.75601310808904,-32768.0
-165.53552523498647,-144.5279559550942,-32768.0
-141.75512633633198,-122.87018746342066,-32768.0
-117.55007745734433,-101.02275881406767,-32768.0
-93.76967855868982,-78.98570408244314,-32768.0
-69.5646296797022,-57.13893696185032,-32768.0
-45.78423078104768,-35.10254077714217,-32768.0
-21.579181902060046,-13.256435189051947,-32768.0
2.2012169965944675,8.77930244503064,-32768.0
26.4062658755821,30.434785534583934,-32768.0
50.18666477423661,52.65982557662396,-32768.0
74.39171365322424,74.50460808848213,-32768.0
98.59676253221187,96.53901575925057,-32768.0
122.37716143086638,118.38314957831541,-32768.0
146.1575603295209,140.41691153826727,-32768.0
170.78725918884166,162.45030172371116,-32768.0
194.56765808749617,184.10349887111198,-32768.0
218.3480569861507,206.13627222285933,-32768.0
242.1284558848052,227.97876893139795,-32768.0
266.33350476379286,250.01085336266848,0.10071182250976562
290.5385536427804,271.85265816492847,0.10071182250976562
314.31895254143495,293.8841143709016,0.10071182250976562
338.9486514007557,315.9151579317937,0.10071182250976562
362.7290502994102,337.75601027455576,0.10071182250976562
386.5094491980648,359.5965369174737,0.10071182250976562
410.71449807705244,381.43668707790823,-32768.0
434.91954695604,403.4664423570233,-32768.0
458.6999458546945,425.49591988311954,-32768.0
482.90499473368214,447.3350755124965,-32768.0
506.68539363233674,469.1739620859607,-32768.0
530.8904425113243,491.0124575811429,-32768.0
554.6708414099787,513.2305488460006,-32768.0
579.3005402692995,534.87838204175,-32768.0
603.080939167954,557.0958088933774,-32768.0
626.8613380666086,578.7431287514132,-32768.0
650.641736965263,600.9598971036011,-32768.0
674.8467858442508,622.7964064082697,-32768.0
699.0518347232384,644.6325841847223,-32768.0
722.8322336218928,666.6584386634357,-32768.0
746.6126325205474,688.6839645963257,-32768.0
771.242331379868,710.7089727184059,-32768.0
795.0227302785227,732.5439204969338,-32768.0
818.8031291771772,754.1886287823578,-32768.0
843.0081780561648,776.4026478824201,-32768.0
867.2132269351524,798.0465970002986,-32768.0
890.993625833807,820.2600550468475,-32768.0
914.7740247324614,842.0933655855172,-32768.0
938.979073611449,864.1161419827671,-32768.0
963.1841224904367,885.9486787797906,-32768.0
987.3891713694244,907.9707877747262,-32768.0
1010.7449202877458,929.99281002969,-32768.0
1035.3746191470666,951.8242283892515,-32768.0
1059.155018045721,973.6555687065769,-32768.0
1082.9354169443754,995.4865832974352,-32768.0
1106.71581584303,1017.3172721609162,-32768.0
1131.3455147023508,1039.337253693476,-32768.0
1155.1259136010053,1061.357177614991,-32768.0
1178.9063124996599,1083.1868806416815,-32768.0
1203.1113613786474,1105.3958925596226,-32768.0
1226.8917602773017,1127.224938382524,-32768.0
1251.5214591366225,1149.4331284344207,-32768.0
1274.877208054944,1170.8818968931862,-32768.0
1299.5069069142648,1193.0894152188655,-32768.0
1323.2873058129194,1215.1070302811406,-32768.0
1347.0677047115737,1237.1243167745033,-32768.0
1370.8481036102282,1258.9513937961476,-32768.0
1395.477802469549,1281.1575627909797,-32768.0
1419.2582013682038,1302.7941016665163,-32768.0
1443.038600266858,1324.9999474424787,-32768.0
1466.8189991655127,1347.0155866259684,-32768.0
1491.4486980248334,1368.6507851152573,-32768.0
1515.2290969234878,1390.475891809944,-32768.0
1539.4341458024758,1412.4903555161586,-32768.0
1563.6391946814633,1434.5044847773436,-32768.0
1587.4195935801176,1456.3286055879282,-32768.0
1611.1999924787722,1478.3422672400923,-32768.0
1634.980391377427,1500.1657351402341,-32768.0
1659.6100902367477,1522.178335545584,-32768.0
1683.8151391157353,1543.8110767907917,-32768.0
1707.1708880340566,1565.8236281326617,-32768.0
1731.3759369130441,1587.8354337539874,-32768.0
1755.5809857920317,1610.036762912538,-32768.0
1779.3613846906865,1631.6684024347694,-32768.0
1803.566433569674,1653.6792090710233,-32768.0
1827.7714824486616,1675.4998275612945,-32768.0
1851.551881347316,1697.5101928492065,-32768.0
1875.7569302263037,1719.7098513247129,-32768.0
1899.1126791446252,1741.5299376564499,-32768.0
1923.742378003946,1763.5388473256994,-32768.0
1947.5227769026005,1785.3580458242554,-32768.0
1971.727825781588,1807.1766778206536,-32768.0
1995.5082246802424,1829.18506558965,-32768.0
2019.7132735592302,1850.813193634968,-32768.0
2043.4936724578847,1873.0107649551408,-32768.0
2067.6987213368725,1894.8280735646051,-32768.0
2091.90377021586,1916.8348885514827,-32768.0
2115.6841691145146,1938.841627367554,-32768.0
2139.4645680131694,1960.658202456629,-32768.0
2163.2449669118237,1982.8541192006517,-32768.0
2187.025365810478,2004.4802076256617,-32768.0
2211.655064669799,2026.485094906997,-32768.0
2235.8601135487866,2048.489914764769,-32768.0
2259.215862467108,2070.684779846965,-32768.0
2283.4209113460956,2092.309282077579,-32768.0
2307.625960225083,2114.502930937811,-32768.0
2331.4063591237377,2135.9372323331804,-32768.0
2356.0360579830585,2158.3197498938616,-32768.0
2379.816456881713,2180.3228607094957,-32768.0
2403.5968557803676,2202.135823518775,-32768.0
2427.377254679022,2224.138278530719,-32768.0
2451.5823035580097,2245.950289118133,-32768.0
2475.787352436997,2267.761968107786,-32768.0
2499.992401315985,2289.763129154496,-32768.0
2523.772800214639,2311.764263745043,-32768.0
2547.5531991132934,2333.3854480742325,-32768.0
2571.7582479922817,2355.955042566172,-32768.0
2595.538646890936,2377.1959550971474,-32768.0
2619.7436957699233,2399.5750698954366,-32768.0
2643.948744648911,2421.384429193686,-32768.0
2667.7291435475654,2443.5733897751775,-32768.0
2691.50954244622,2465.382414404673,-32768.0
2715.2899413448745,2487.1911132452988,-32768.0
2739.9196402041953,2509.1886169920026,-32768.0
2764.124689083183,2531.186117672407,-32768.0
2787.480438001505,2552.9941677848487,-32768.0
2811.685486880492,2574.991006788438,-32768.0
2835.89053575948,2596.987511296917,-32768.0
2859.6709346581342,2618.7942380830204,-32768.0
2883.4513335567885,2640.7904298913586,-32768.0
2908.0810324161093,2662.7855833681956,-32768.0
2931.861431314764,2684.7811120487586,-32768.0
-600.3771050960976,-585.5336711678705,-32768.0
-576.5967061974432,-563.4896708101384,-32768.0
-552.3916573184555,-541.6359223172826,-32768.0
-528.611258419801,-519.9725684892727,-32768.0
-504.40620954081334,-497.7394934687025,-32768.0
-480.6258106421588,-475.69681013145663,-32768.0
-456.42076176317113,-453.8443846295827,-32768.0
-432.2157128841835,-431.9922906110108,-32768.0
-408.43531398552904,-410.1405826623195,-32768.0
-383.80561512620824,-388.28909702755004,-32768.0
-360.02521622755376,-366.2480622623285,-32768.0
-335.82016734856614,-344.20731018880355,-32768.0
-311.61511846957853,-322.3568735757021,-32768.0
-288.2593695512571,-300.3168687451254,-32768.0
-264.4789706526026,-278.65710608307757,-32768.0
-239.84927179328184,-256.6176442189497,-32768.0
-215.6442229142942,-234.57855381774735,-32768.0
-191.8638240156397,-212.9197739997778,-32768.0
-168.08342511698518,-190.88137194123658,-32768.0
-143.87837623799754,-168.65330481795763,-32768.0
-119.67332735900992,-146.99548393750533,-32768.0
-95.8929284603554,-124.95807186484004,-32768.0
-71.68787958136777,-103.1109414097252,-32768.0
-47.907480682713256,-81.07418788257712,-32768.0
-23.70243180372563,-59.03775501248161,-32768.0
0.07796709492888551,-37.571549040693036,-32768.0
24.70766595424963,-15.345814548685738,-32768.0
48.488064852904145,6.499659295690081,-32768.0
72.26846375155866,28.534765684226816,-32768.0
96.04886265021318,50.37958673722855,-32768.0
120.2539115292008,72.22407248689413,-32768.0
143.6096604475222,94.44815974172933,-32768.0
168.66400928717607,116.29195445038832,-32768.0
192.44440818583058,138.51536333635977,-32768.0
216.64945706481822,159.9786209315742,-32768.0
240.4298559634727,182.01142159048933,-32768.0
264.2102548621273,203.8539469208692,-32768.0
287.99065376078175,226.26598271323783,-32768.0
312.6203526201025,247.72789850520402,-32768.0
336.400751518757,269.94932452054223,-32768.0
360.6058003977446,291.4106160296138,0.10071182250976562
384.3861992963992,313.82132167039356,0.10071182250976562
408.5912481753868,335.47189553388176,0.10071182250976562
432.3716470740413,357.5020618845598,0.10071182250976562
456.57669595302895,379.3419138252379,0.10071182250976562
480.78174483201656,401.3713681524302,-32768.0
504.5621437306711,423.400544447476,-32768.0
528.3425426293255,445.4293922057018,-32768.0
552.5475915083133,467.0779899247348,-32768.0
576.7526403873009,489.1061153849998,-32768.0
600.5330392859554,510.75412094342767,-32768.0
625.1627381452762,533.1613630850934,-32768.0
648.5184870635975,554.9987092473505,-32768.0
672.7235359425852,576.8355819086087,-32768.0
696.5039348412396,598.8621238137788,-32768.0
721.1336337005604,620.6982522405884,-32768.0
744.9140325992149,642.7241326054984,-32768.0
768.6944314978693,664.5597676636615,-32768.0
792.4748303965239,686.5849923516456,-32768.0
817.1045292558447,708.609699783319,-32768.0
840.8849281544993,730.4443490456989,-32768.0
864.6653270531538,752.2786725905659,-32768.0
888.8703759321413,774.3024769421667,-32768.0
913.0754248111291,796.136038712161,-32768.0
936.8558237097835,818.3491913596416,-32768.0
960.6362226084381,839.992296629731,-32768.0
985.2659214677589,862.2045611261891,-32768.0
1009.0463203664133,883.847010601178,-32768.0
1032.8267192650678,906.0588402792351,-32768.0
1056.6071181637224,927.5107401061326,-32768.0
1080.8121670427101,949.7217861966889,-32768.0
1105.0172159216977,971.7425982454668,-32768.0
1128.797614820352,993.5733128902409,-32768.0
1153.4273136796728,1015.4034313608076,-32768.0
1177.2077125783273,1037.613273597836,-32768.0
1201.4127614573151,1059.2529703227297,-32768.0
1224.7685103756364,1081.462295082331,-32768.0
1249.3982092349572,1103.2910771449679,-32768.0
1273.1786081336118,1125.3097082408713,-32768.0
1296.959007032266,1146.9482401661162,-32768.0
1321.1640559112536,1169.1559451381252,-32768.0
1345.3691047902414,1190.9835479529675,-32768.0
1369.149503688896,1213.0008617426065,-32768.0
1393.7792025482167,1235.2073975290962,-32768.0
1417.5596014468713,1257.0341687737455,-32768.0
1441.3400003455256,1279.0504909827594,-32768.0
1465.1203992441801,1300.496858755729,-32768.0
1488.900798142835,1322.7024019382568,-32768.0
1513.1058470218225,1344.5276897249457,-32768.0
1537.31089590081,1366.7323879283988,-32768.0
1561.5159447797976,1388.3671401632887,-32768.0
1584.8716936981189,1410.3816756390509,-32768.0
1609.5013925574397,1432.2054493496669,-32768.0
1633.2817914560942,1454.219138295558,-32768.0
1657.0621903547487,1476.0426348042452,-32768.0
1681.6918892140695,1497.8654065354951,-32768.0
1705.472288112724,1519.878106702484,-32768.0
1729.2526870113784,1541.8904782864831,-32768.0
1753.033085910033,1563.7126631450255,-32768.0
1776.8134848086877,1585.9142357018372,-32768.0
1801.8678336483415,1607.9249789784947,-32768.0
1825.2235825666628,1629.7463906953203,-32768.0
1849.4286314456504,1651.7568948717278,-32768.0
1873.6336803246381,1673.577213632282,-32768.0
1897.4140792232924,1695.3974266628993,-32768.0
1921.1944781219472,1717.4071620623988,-32768.0
1945.824176981268,1739.2262587852538,-32768.0
1969.6045758799223,1761.235332549336,-32768.0
1993.80962475891,1783.0539963624997,-32768.0
2017.1653736772316,1805.0626518859203,-32768.0
2040.945772575886,1827.2605822790351,-32768.0
2065.575471435207,1848.8881698928765,-32768.0
2089.7805203141943,1871.2750245779753,-32768.0
2113.5609192128486,1893.0922812966353,-32768.0
2137.7659680918364,1914.9089571393185,-32768.0
2161.5463669904907,1936.7255594158614,-32768.0
2185.751415869479,1958.731407367782,-32768.0
2209.9564647484663,1980.7369208498674,-32768.0
2233.7368636471206,2002.5525371693266,-32768.0
2257.5172625457753,2024.5576558148857,-32768.0
2281.7223114247627,2046.5621731917945,-32768.0
2305.5027103234174,2068.3768064547585,-32768.0
2329.2831092220717,2090.3809377669445,-32768.0
2353.9128080813925,2112.1943552325147,-32768.0
2377.6932069800473,2134.008003938007,-32768.0
2401.8982558590346,2156.2006786286393,-32768.0
2425.6786547576894,2178.2034881208187,-32768.0
2449.4590536563437,2200.016152336918,-32768.0
2473.2394525549985,2221.828490774014,-32768.0
2497.8691514143193,2244.019533102581,-32768.0
2521.6495503129736,2265.6413989623384,-32768.0
2545.4299492116284,2287.642563772152,-32768.0
2569.6349980906157,2309.643092217112,-32768.0
2593.4153969892704,2331.453788769377,-32768.0
2617.6204458682582,2353.453652619484,-32768.0
2641.8254947472456,2375.642987191231,-32768.0
2666.030543626233,2397.642180625106,-32768.0
2689.8109425248877,2419.641361991786,-32768.0
2713.5913414235424,2441.450413803411,-32768.0
2737.3717403221967,2463.06934030805,-32768.0
2762.0014391815175,2485.066877760511,-32768.0
2785.781838080172,2507.06474301842,-32768.0
2809.986886959159,2529.25173782691,-32768.0
2833.7672858578144,2551.059147707365,-32768.0
2857.1230347761357,2572.866574655702,-32768.0
2881.752733635456,2594.8624352341967,-32768.0
2905.5331325341103,2616.858652907633,-32768.0
2929.738181413098,2638.474614165401,-32768.0
2953.9432302920864,2660.6596065478116,-32768.0
-578.2953061187756,-609.4692372728308,-32768.0
-554.514907220121,-587.4252110156614,-32768.0
-530.7345083214665,-565.7615015281609,-32768.0
-506.1048094621458,-543.5279920390166,-32768.0
-482.32441056349126,-521.8649382301522,-32768.0
-458.5440116648368,-500.01221741704455,-32768.0
-434.7636127661823,-478.1598222711591,-32768.0
-410.1339139068615,-456.11764437739043,-32768.0
